"","countries","year","fert_index"
"3229","East Asia & Pacific",1972,4.80173429558755
"3230","Europe & Central Asia (excluding high income)",1972,2.80508656478455
"3231","Europe & Central Asia",1972,2.47019309345002
"3232","Ecuador",1972,5.873
"3233","Egypt, Arab Rep.",1972,5.761
"3234","Euro area",1972,2.23412779373082
"3235","Eritrea",1972,6.624
"3236","Spain",1972,2.86
"3237","Estonia",1972,2.13
"3238","Ethiopia",1972,7.06
"3239","European Union",1972,2.2206530200607
"3240","Fragile and conflict affected situations",1972,6.72035331465596
"3241","Finland",1972,1.58
"3242","Fiji",1972,4.275
"3243","France",1972,2.38
"3244","Faroe Islands",1972,3.3
"3245","Micronesia, Fed. Sts.",1972,6.894
"3246","Gabon",1972,5.208
"3247","United Kingdom",1972,2.2
"3248","Georgia",1972,2.579
"3249","Ghana",1972,6.915
"3251","Guinea",1972,6.277
"3252","Gambia, The",1972,6.185
"3253","Guinea-Bissau",1972,6.078
"3254","Equatorial Guinea",1972,5.68
"3255","Greece",1972,2.32
"3256","Grenada",1972,4.537
"3258","Guatemala",1972,6.208
"3259","Guam",1972,4.137
"3260","Guyana",1972,5.022
"3261","High income",1972,2.30838128000995
"3262","Hong Kong SAR, China",1972,3.315
"3263","Honduras",1972,7.111
"3264","Heavily indebted poor countries (HIPC)",1972,6.87828505519452
"3265","Croatia",1972,1.975
"3266","Haiti",1972,5.642
"3267","Hungary",1972,1.93
"3268","IBRD only",1972,4.87424397712234
"3269","IDA & IBRD total",1972,5.19823211730632
"3270","IDA total",1972,6.60487800127287
"3271","IDA blend",1972,6.29196165195384
"3272","Indonesia",1972,5.338
"3273","IDA only",1972,6.79254461920295
"3275","India",1972,5.444
"3277","Ireland",1972,3.84
"3278","Iran, Islamic Rep.",1972,6.292
"3279","Iraq",1972,7.234
"3280","Iceland",1972,3.09
"3281","Israel",1972,3.77
"3282","Italy",1972,2.35
"3283","Jamaica",1972,5.108
"3284","Jordan",1972,7.818
"3285","Japan",1972,2.14
"3286","Kazakhstan",1972,3.44
"3287","Kenya",1972,8.012
"3288","Kyrgyz Republic",1972,4.724
"3289","Cambodia",1972,6.175
"3290","Kiribati",1972,5.13
"3291","St. Kitts and Nevis",1972,3.5
"3292","Korea, Rep.",1972,4.12
"3294","Kuwait",1972,7.016
"3295","Latin America & Caribbean (excluding high income)",1972,5.21126108809588
"3296","Lao PDR",1972,5.99
"3297","Lebanon",1972,4.73
"3298","Liberia",1972,6.777
"3299","Libya",1972,8.135
"3300","St. Lucia",1972,5.813
"3301","Latin America & Caribbean",1972,5.10340317248518
"3302","Least developed countries: UN classification",1972,6.75780938106993
"3303","Low income",1972,6.60229014235239
"3305","Sri Lanka",1972,4.083
"3306","Lower middle income",1972,5.64397977603264
"3307","Low & middle income",1972,5.23902120437543
"3308","Lesotho",1972,5.802
"3309","Late-demographic dividend",1972,4.51826282268986
"3310","Lithuania",1972,2.34
"3311","Luxembourg",1972,1.75
"3312","Latvia",1972,2
"3313","Macao SAR, China",1972,1.821
"3315","Morocco",1972,6.485
"3317","Moldova",1972,2.542
"3318","Madagascar",1972,7.318
"3319","Maldives",1972,7.159
"3320","Middle East & North Africa",1972,6.50205462752957
"3321","Mexico",1972,6.7
"3323","Middle income",1972,5.13591988409557
"3324","Macedonia, FYR",1972,2.932
"3325","Mali",1972,7.147
"3326","Malta",1972,2.01
"3327","Myanmar",1972,5.792
"3328","Middle East & North Africa (excluding high income)",1972,6.53972838300812
"3329","Montenegro",1972,2.624
"3330","Mongolia",1972,7.497
"3332","Mozambique",1972,6.58
"3333","Mauritania",1972,6.759
"3334","Mauritius",1972,3.575
"3335","Malawi",1972,7.389
"3336","Malaysia",1972,4.603
"3337","North America",1972,2.00706754613378
"3338","Namibia",1972,6.57
"3339","New Caledonia",1972,4.05142857142857
"3340","Niger",1972,7.484
"3341","Nigeria",1972,6.575
"3342","Nicaragua",1972,6.807
"3343","Netherlands",1972,2.15
"3344","Norway",1972,2.38
"3345","Nepal",1972,5.884
"3347","New Zealand",1972,3
"3348","OECD members",1972,2.60982231962127
"3349","Oman",1972,7.414
"3350","Other small states",1972,4.87284584872565
"3351","Pakistan",1972,6.605
"3352","Panama",1972,4.939
"3353","Peru",1972,6.099
"3354","Philippines",1972,6.041
"3356","Papua New Guinea",1972,6.108
"3357","Poland",1972,2.24
"3358","Pre-demographic dividend",1972,6.87336466694586
"3359","Puerto Rico",1972,3.006
"3360","Korea, Dem. People’s Rep.",1972,4.038
"3361","Portugal",1972,2.86
"3362","Paraguay",1972,5.458
"3363","Pacific island small states",1972,5.4075688486198
"3364","Post-demographic dividend",1972,2.23370454100801
"3365","French Polynesia",1972,4.889
"3366","Qatar",1972,6.794
"3367","Romania",1972,2.55
"3368","Russian Federation",1972,2.04
"3369","Rwanda",1972,8.278
"3370","South Asia",1972,5.67689123293784
"3371","Saudi Arabia",1972,7.299
"3372","Sudan",1972,6.91
"3373","Senegal",1972,7.405
"3374","Singapore",1972,3.048
"3375","Solomon Islands",1972,7.145
"3376","Sierra Leone",1972,6.049
"3377","El Salvador",1972,5.999
"3379","Somalia",1972,7.118
"3381","Sub-Saharan Africa (excluding high income)",1972,6.76439906845362
"3382","South Sudan",1972,6.903
"3383","Sub-Saharan Africa",1972,6.76439906845361
"3384","Small states",1972,4.82863055600482
"3385","Sao Tome and Principe",1972,6.51
"3386","Suriname",1972,5.336
"3387","Slovak Republic",1972,2.49
"3388","Slovenia",1972,2.213
"3389","Sweden",1972,1.91
"3390","Swaziland",1972,6.87
"3393","Syrian Arab Republic",1972,7.556
"3395","Chad",1972,6.636
"3396","East Asia & Pacific (IDA & IBRD countries)",1972,5.18495350237812
"3397","Europe & Central Asia (IDA & IBRD countries)",1972,2.7403532672869
"3398","Togo",1972,7.182
"3399","Thailand",1972,5.181
"3400","Tajikistan",1972,6.814
"3401","Turkmenistan",1972,6.175
"3402","Latin America & the Caribbean (IDA & IBRD countries)",1972,5.17419266510443
"3403","Middle East & North Africa (IDA & IBRD countries)",1972,6.53972838300812
"3404","Timor-Leste",1972,5.541
"3405","Tonga",1972,5.616
"3406","South Asia (IDA & IBRD)",1972,5.67689123293784
"3407","Sub-Saharan Africa (IDA & IBRD countries)",1972,6.76439906845361
"3408","Trinidad and Tobago",1972,3.432
"3409","Tunisia",1972,6.16
"3410","Turkey",1972,5.375
"3412","Tanzania",1972,6.761
"3413","Uganda",1972,7.107
"3414","Ukraine",1972,2.08
"3415","Upper middle income",1972,4.7199723917133
"3416","Uruguay",1972,2.969
"3417","United States",1972,2.01
"3418","Uzbekistan",1972,6.338
"3419","St. Vincent and the Grenadines",1972,5.629
"3420","Venezuela, RB",1972,5.053
"3422","Virgin Islands (U.S.)",1972,4.76
"3423","Vietnam",1972,6.35
"3424","Vanuatu",1972,6.134
"3426","World",1972,4.54708388246299
"3427","Samoa",1972,7.039
"3428","Yemen, Rep.",1972,7.894
"3429","South Africa",1972,5.482
"3430","Congo, Dem. Rep.",1972,6.271
"3431","Zambia",1972,7.445
"3432","Zimbabwe",1972,7.42
"3433","Aruba",1973,2.613
"3435","Afghanistan",1973,7.45
"3436","Angola",1973,7.355
"3437","Albania",1973,4.509
"3438","Arab World",1973,6.64672448227116
"3439","United Arab Emirates",1973,6.279
"3440","Argentina",1973,3.203
"3441","Armenia",1973,2.942
"3443","Antigua and Barbuda",1973,3.122
"3444","Australia",1973,2.491
"3445","Austria",1973,1.94
"3446","Azerbaijan",1973,4.216
"3447","Burundi",1973,7.37
"3448","Belgium",1973,1.95
"3449","Benin",1973,6.86
"3450","Burkina Faso",1973,6.744
"3451","Bangladesh",1973,6.904
"3452","Bulgaria",1973,2.15
"3453","Bahrain",1973,5.895
"3454","Bahamas, The",1973,3.411
"3455","Bosnia and Herzegovina",1973,2.648
"3456","Belarus",1973,2.25
"3457","Belize",1973,6.285
"3459","Bolivia",1973,6.132
"3460","Brazil",1973,4.679
"3461","Barbados",1973,2.648
"3462","Brunei Darussalam",1973,5.687
"3463","Bhutan",1973,6.685
"3464","Botswana",1973,6.546
"3465","Central African Republic",1973,5.952
"3466","Canada",1973,1.89
"3467","Central Europe and the Baltics",1973,2.24734962712769
"3468","Switzerland",1973,1.81
"3469","Channel Islands",1973,1.822
"3470","Chile",1973,3.496
"3471","China",1973,4.644
"3472","Cote d'Ivoire",1973,7.94
"3473","Cameroon",1973,6.322
"3474","Congo, Rep.",1973,6.369
"3475","Colombia",1973,4.857
"3476","Comoros",1973,7.055
"3477","Cabo Verde",1973,6.855
"3478","Costa Rica",1973,4.026
"3479","Caribbean small states",1973,4.43592163989007
"3480","Cuba",1973,3.4
"3483","Cyprus",1973,2.44
"3484","Czech Republic",1973,2.31
"3485","Germany",1973,1.54
"3486","Djibouti",1973,6.834
"3488","Denmark",1973,1.92
"3489","Dominican Republic",1973,5.58
"3490","Algeria",1973,7.558
"3491","East Asia & Pacific (excluding high income)",1973,4.85108229489906
"3492","Early-demographic dividend",1973,5.71146446313956
"3493","East Asia & Pacific",1973,4.53129415440598
"3494","Europe & Central Asia (excluding high income)",1973,2.76798637904914
"3495","Europe & Central Asia",1973,2.40673886991489
"3496","Ecuador",1973,5.727
"3497","Egypt, Arab Rep.",1973,5.698
"3498","Euro area",1973,2.13117055053235
"3499","Eritrea",1973,6.615
"3500","Spain",1973,2.84
"3501","Estonia",1973,2.06
"3502","Ethiopia",1973,7.094
"3503","European Union",1973,2.13759701345423
"3504","Fragile and conflict affected situations",1973,6.70448797474339
"3505","Finland",1973,1.49
"3506","Fiji",1973,4.178
"3507","France",1973,2.28
"3508","Faroe Islands",1973,3.2
"3509","Micronesia, Fed. Sts.",1973,6.842
"3510","Gabon",1973,5.275
"3511","United Kingdom",1973,2.04
"3512","Georgia",1973,2.563
"3513","Ghana",1973,6.888
"3515","Guinea",1973,6.306
"3516","Gambia, The",1973,6.226
"3517","Guinea-Bissau",1973,6.098
"3518","Equatorial Guinea",1973,5.677
"3519","Greece",1973,2.27
"3520","Grenada",1973,4.512
"3522","Guatemala",1973,6.203
"3523","Guam",1973,4.028
"3524","Guyana",1973,4.944
"3525","High income",1973,2.22471808672419
"3526","Hong Kong SAR, China",1973,3.177
"3527","Honduras",1973,7.025
"3528","Heavily indebted poor countries (HIPC)",1973,6.89049440332935
"3529","Croatia",1973,1.972
"3530","Haiti",1973,5.616
"3531","Hungary",1973,1.93
"3532","IBRD only",1973,4.69469762889796
"3533","IDA & IBRD total",1973,5.04979310573079
"3534","IDA total",1973,6.59043735125515
"3535","IDA blend",1973,6.27256739244345
"3536","Indonesia",1973,5.251
"3537","IDA only",1973,6.78187929655351
"3539","India",1973,5.363
"3541","Ireland",1973,3.71
"3542","Iran, Islamic Rep.",1973,6.243
"3543","Iraq",1973,7.153
"3544","Iceland",1973,2.94
"3545","Israel",1973,3.698
"3546","Italy",1973,2.3
"3547","Jamaica",1973,4.899
"3548","Jordan",1973,7.75
"3549","Japan",1973,2.14
"3550","Kazakhstan",1973,3.385
"3551","Kenya",1973,7.963
"3552","Kyrgyz Republic",1973,4.615
"3553","Cambodia",1973,6.004
"3554","Kiribati",1973,5.034
"3556","Korea, Rep.",1973,4.07
"3558","Kuwait",1973,6.851
"3559","Latin America & Caribbean (excluding high income)",1973,5.1042054284197
"3560","Lao PDR",1973,6.006
"3561","Lebanon",1973,4.629
"3562","Liberia",1973,6.815
"3563","Libya",1973,8.102
"3564","St. Lucia",1973,5.686
"3565","Latin America & Caribbean",1973,4.99699182721631
"3566","Least developed countries: UN classification",1973,6.75033484649031
"3567","Low income",1973,6.59557063297219
"3569","Sri Lanka",1973,3.97
"3570","Lower middle income",1973,5.58327624589551
"3571","Low & middle income",1973,5.08676137167242
"3572","Lesotho",1973,5.794
"3573","Late-demographic dividend",1973,4.25651311129
"3574","Lithuania",1973,2.22
"3575","Luxembourg",1973,1.58
"3576","Latvia",1973,1.98
"3577","Macao SAR, China",1973,1.683
"3579","Morocco",1973,6.38
"3581","Moldova",1973,2.523
"3582","Madagascar",1973,7.3
"3583","Maldives",1973,7.103
"3584","Middle East & North Africa",1973,6.44752634590263
"3585","Mexico",1973,6.558
"3587","Middle income",1973,4.97266636877934
"3588","Macedonia, FYR",1973,2.828
"3589","Mali",1973,7.151
"3590","Malta",1973,1.65
"3591","Myanmar",1973,5.695
"3592","Middle East & North Africa (excluding high income)",1973,6.48349996454761
"3593","Montenegro",1973,2.567
"3594","Mongolia",1973,7.413
"3596","Mozambique",1973,6.572
"3597","Mauritania",1973,6.739
"3598","Mauritius",1973,3.444
"3599","Malawi",1973,7.432
"3600","Malaysia",1973,4.469
"3601","North America",1973,1.88008364095288
"3602","Namibia",1973,6.613
"3603","New Caledonia",1973,3.92714285714286
"3604","Niger",1973,7.526
"3605","Nigeria",1973,6.625
"3606","Nicaragua",1973,6.748
"3607","Netherlands",1973,1.9
"3608","Norway",1973,2.23
"3609","Nepal",1973,5.868
"3611","New Zealand",1973,2.696
"3612","OECD members",1973,2.52631971374381
"3613","Oman",1973,7.504
"3614","Other small states",1973,4.83126553365772
"3615","Pakistan",1973,6.608
"3616","Panama",1973,4.81
"3617","Peru",1973,5.963
"3618","Philippines",1973,5.931
"3620","Papua New Guinea",1973,6.077
"3621","Poland",1973,2.26
"3622","Pre-demographic dividend",1973,6.89017332749744
"3623","Puerto Rico",1973,2.955
"3624","Korea, Dem. People’s Rep.",1973,3.816
"3625","Portugal",1973,2.77
"3626","Paraguay",1973,5.351
"3627","Pacific island small states",1973,5.3289421025085
"3628","Post-demographic dividend",1973,2.14618645393165
"3629","French Polynesia",1973,4.785
"3630","Qatar",1973,6.703
"3631","Romania",1973,2.44
"3632","Russian Federation",1973,2.01
"3633","Rwanda",1973,8.307
"3634","South Asia",1973,5.60790284403728
"3635","Saudi Arabia",1973,7.307
"3636","Sudan",1973,6.921
"3637","Senegal",1973,7.432
"3638","Singapore",1973,2.8
"3639","Solomon Islands",1973,7.216
"3640","Sierra Leone",1973,6.079
"3641","El Salvador",1973,5.906
"3643","Somalia",1973,7.086
"3645","Sub-Saharan Africa (excluding high income)",1973,6.77883380354528
"3646","South Sudan",1973,6.912
"3647","Sub-Saharan Africa",1973,6.77883380354528
"3648","Small states",1973,4.76079642938485
"3649","Sao Tome and Principe",1973,6.525
"3650","Suriname",1973,5.148
"3651","Slovak Republic",1973,2.56
"3652","Slovenia",1973,2.207
"3653","Sweden",1973,1.87
"3654","Swaziland",1973,6.858
"3657","Syrian Arab Republic",1973,7.537
"3659","Chad",1973,6.688
"3660","East Asia & Pacific (IDA & IBRD countries)",1973,4.86665667130343
"3661","Europe & Central Asia (IDA & IBRD countries)",1973,2.70916225080873
"3662","Togo",1973,7.222
"3663","Thailand",1973,4.953
"3664","Tajikistan",1973,6.713
"3665","Turkmenistan",1973,6.071
"3666","Latin America & the Caribbean (IDA & IBRD countries)",1973,5.07068101847893
"3667","Middle East & North Africa (IDA & IBRD countries)",1973,6.48349996454762
"3668","Timor-Leste",1973,5.298
"3669","Tonga",1973,5.512
"3670","South Asia (IDA & IBRD)",1973,5.60790284403728
"3671","Sub-Saharan Africa (IDA & IBRD countries)",1973,6.77883380354528
"3672","Trinidad and Tobago",1973,3.389
"3673","Tunisia",1973,6.046
"3674","Turkey",1973,5.263
"3676","Tanzania",1973,6.758
"3677","Uganda",1973,7.103
"3678","Ukraine",1973,2.04
"3679","Upper middle income",1973,4.47204404369487
"3680","Uruguay",1973,2.989
"3681","United States",1973,1.879
"3682","Uzbekistan",1973,6.237
"3683","St. Vincent and the Grenadines",1973,5.417
"3684","Venezuela, RB",1973,4.905
"3686","Virgin Islands (U.S.)",1973,4.527
"3687","Vietnam",1973,6.251
"3688","Vanuatu",1973,6.067
"3690","World",1973,4.41881185791634
"3691","Samoa",1973,6.952
"3692","Yemen, Rep.",1973,7.98
"3693","South Africa",1973,5.415
"3694","Congo, Dem. Rep.",1973,6.301
"3695","Zambia",1973,7.444
"3696","Zimbabwe",1973,7.417
"3697","Aruba",1974,2.552
"3699","Afghanistan",1974,7.45
"3700","Angola",1974,7.352
"3701","Albania",1974,4.373
"3702","Arab World",1974,6.60297382933323
"3703","United Arab Emirates",1974,6.146
"3704","Argentina",1974,3.264
"3705","Armenia",1974,2.846
"3707","Antigua and Barbuda",1974,2.908
"3708","Australia",1974,2.397
"3709","Austria",1974,1.91
"3710","Azerbaijan",1974,4.084
"3711","Burundi",1974,7.395
"3712","Belgium",1974,1.83
"3713","Benin",1974,6.896
"3714","Burkina Faso",1974,6.799
"3715","Bangladesh",1974,6.869
"3716","Bulgaria",1974,2.29
"3717","Bahrain",1974,5.716
"3718","Bahamas, The",1974,3.33
"3719","Bosnia and Herzegovina",1974,2.542
"3720","Belarus",1974,2.21
"3721","Belize",1974,6.286
"3723","Bolivia",1974,6.081
"3724","Brazil",1974,4.585
"3725","Barbados",1974,2.513
"3726","Brunei Darussalam",1974,5.555
"3727","Bhutan",1974,6.69
"3728","Botswana",1974,6.512
"3729","Central African Republic",1974,5.951
"3730","Canada",1974,1.837
"3731","Central Europe and the Baltics",1974,2.36532047109903
"3732","Switzerland",1974,1.73
"3733","Channel Islands",1974,1.735
"3734","Chile",1974,3.341
"3735","China",1974,4.245
"3736","Cote d'Ivoire",1974,7.934
"3737","Cameroon",1974,6.356
"3738","Congo, Rep.",1974,6.384
"3739","Colombia",1974,4.675
"3740","Comoros",1974,7.052
"3741","Cabo Verde",1974,6.818
"3742","Costa Rica",1974,3.898
"3743","Caribbean small states",1974,4.29843384729828
"3744","Cuba",1974,3.127
"3747","Cyprus",1974,2.393
"3748","Czech Republic",1974,2.46
"3749","Germany",1974,1.51
"3750","Djibouti",1974,6.817
"3752","Denmark",1974,1.9
"3753","Dominican Republic",1974,5.382
"3754","Algeria",1974,7.505
"3755","East Asia & Pacific (excluding high income)",1974,4.5268872421429
"3756","Early-demographic dividend",1974,5.63592834754061
"3757","East Asia & Pacific",1974,4.23687859295045
"3758","Europe & Central Asia (excluding high income)",1974,2.76824101709889
"3759","Europe & Central Asia",1974,2.39382226751421
"3760","Ecuador",1974,5.577
"3761","Egypt, Arab Rep.",1974,5.651
"3762","Euro area",1974,2.10031106842861
"3763","Eritrea",1974,6.609
"3764","Spain",1974,2.89
"3765","Estonia",1974,2.07
"3766","Ethiopia",1974,7.121
"3767","European Union",1974,2.13193124394337
"3768","Fragile and conflict affected situations",1974,6.68746010945181
"3769","Finland",1974,1.61
"3770","Fiji",1974,4.106
"3771","France",1974,2.18
"3772","Faroe Islands",1974,3.1
"3773","Micronesia, Fed. Sts.",1974,6.77
"3774","Gabon",1974,5.343
"3775","United Kingdom",1974,1.92
"3776","Georgia",1974,2.537
"3777","Ghana",1974,6.855
"3779","Guinea",1974,6.337
"3780","Gambia, The",1974,6.262
"3781","Guinea-Bissau",1974,6.12
"3782","Equatorial Guinea",1974,5.675
"3783","Greece",1974,2.38
"3784","Grenada",1974,4.479
"3786","Guatemala",1974,6.201
"3787","Guam",1974,3.917
"3788","Guyana",1974,4.86
"3789","High income",1974,2.17225803168317
"3790","Hong Kong SAR, China",1974,2.967
"3791","Honduras",1974,6.935
"3792","Heavily indebted poor countries (HIPC)",1974,6.90098566113266
"3793","Croatia",1974,1.976
"3794","Haiti",1974,5.614
"3795","Hungary",1974,2.27
"3796","IBRD only",1974,4.51679225782308
"3797","IDA & IBRD total",1974,4.90203036254868
"3798","IDA total",1974,6.57089023566122
"3799","IDA blend",1974,6.24587383009428
"3800","Indonesia",1974,5.152
"3801","IDA only",1974,6.76748197293056
"3803","India",1974,5.278
"3805","Ireland",1974,3.59
"3806","Iran, Islamic Rep.",1974,6.214
"3807","Iraq",1974,7.072
"3808","Iceland",1974,2.66
"3809","Israel",1974,3.626
"3810","Italy",1974,2.28
"3811","Jamaica",1974,4.685
"3812","Jordan",1974,7.675
"3813","Japan",1974,2.05
"3814","Kazakhstan",1974,3.32
"3815","Kenya",1974,7.905
"3816","Kyrgyz Republic",1974,4.492
"3817","Cambodia",1974,5.831
"3818","Kiribati",1974,4.985
"3820","Korea, Rep.",1974,3.77
"3822","Kuwait",1974,6.664
"3823","Latin America & Caribbean (excluding high income)",1974,4.99436016456889
"3824","Lao PDR",1974,6.029
"3825","Lebanon",1974,4.534
"3826","Liberia",1974,6.849
"3827","Libya",1974,8.048
"3828","St. Lucia",1974,5.571
"3829","Latin America & Caribbean",1974,4.88833199388196
"3830","Least developed countries: UN classification",1974,6.74011970290157
"3831","Low income",1974,6.58614757421208
"3833","Sri Lanka",1974,3.87
"3834","Lower middle income",1974,5.51991293785953
"3835","Low & middle income",1974,4.9351372529867
"3836","Lesotho",1974,5.78
"3837","Late-demographic dividend",1974,3.99827628699893
"3838","Lithuania",1974,2.21
"3839","Luxembourg",1974,1.58
"3840","Latvia",1974,1.97
"3841","Macao SAR, China",1974,1.568
"3843","Morocco",1974,6.273
"3845","Moldova",1974,2.503
"3846","Madagascar",1974,7.269
"3847","Maldives",1974,7.04
"3848","Middle East & North Africa",1974,6.40185796288748
"3849","Mexico",1974,6.366
"3851","Middle income",1974,4.81024469636231
"3852","Macedonia, FYR",1974,2.738
"3853","Mali",1974,7.153
"3854","Malta",1974,1.64
"3855","Myanmar",1974,5.592
"3856","Middle East & North Africa (excluding high income)",1974,6.43529236668913
"3857","Montenegro",1974,2.507
"3858","Mongolia",1974,7.294
"3860","Mozambique",1974,6.564
"3861","Mauritania",1974,6.713
"3862","Mauritius",1974,3.341
"3863","Malawi",1974,7.476
"3864","Malaysia",1974,4.337
"3865","North America",1974,1.83519880277755
"3866","Namibia",1974,6.642
"3867","New Caledonia",1974,3.80285714285714
"3868","Niger",1974,7.562
"3869","Nigeria",1974,6.669
"3870","Nicaragua",1974,6.678
"3871","Netherlands",1974,1.77
"3872","Norway",1974,2.13
"3873","Nepal",1974,5.853
"3875","New Zealand",1974,2.57
"3876","OECD members",1974,2.46850780188693
"3877","Oman",1974,7.617
"3878","Other small states",1974,4.80865308981157
"3879","Pakistan",1974,6.611
"3880","Panama",1974,4.675
"3881","Peru",1974,5.832
"3882","Philippines",1974,5.824
"3884","Papua New Guinea",1974,6.041
"3885","Poland",1974,2.26
"3886","Pre-demographic dividend",1974,6.90431781781399
"3887","Puerto Rico",1974,2.908
"3888","Korea, Dem. People’s Rep.",1974,3.564
"3889","Portugal",1974,2.7
"3890","Paraguay",1974,5.272
"3891","Pacific island small states",1974,5.26144233540517
"3892","Post-demographic dividend",1974,2.09255066486423
"3893","French Polynesia",1974,4.67
"3894","Qatar",1974,6.595
"3895","Romania",1974,2.71
"3896","Russian Federation",1974,2
"3897","Rwanda",1974,8.339
"3898","South Asia",1974,5.53523605534492
"3899","Saudi Arabia",1974,7.312
"3900","Sudan",1974,6.93
"3901","Senegal",1974,7.452
"3902","Singapore",1974,2.359
"3903","Solomon Islands",1974,7.248
"3904","Sierra Leone",1974,6.113
"3905","El Salvador",1974,5.808
"3907","Somalia",1974,7.057
"3909","Sub-Saharan Africa (excluding high income)",1974,6.78950808968857
"3910","South Sudan",1974,6.92
"3911","Sub-Saharan Africa",1974,6.78950808968856
"3912","Small states",1974,4.70536367839847
"3913","Sao Tome and Principe",1974,6.534
"3914","Suriname",1974,4.945
"3915","Slovak Republic",1974,2.61
"3916","Slovenia",1974,2.202
"3917","Sweden",1974,1.87
"3918","Swaziland",1974,6.84
"3921","Syrian Arab Republic",1974,7.51
"3923","Chad",1974,6.736
"3924","East Asia & Pacific (IDA & IBRD countries)",1974,4.54146724554106
"3925","Europe & Central Asia (IDA & IBRD countries)",1974,2.70945581007946
"3926","Togo",1974,7.254
"3927","Thailand",1974,4.721
"3928","Tajikistan",1974,6.572
"3929","Turkmenistan",1974,5.939
"3930","Latin America & the Caribbean (IDA & IBRD countries)",1974,4.9655644245217
"3931","Middle East & North Africa (IDA & IBRD countries)",1974,6.43529236668913
"3932","Timor-Leste",1974,5.037
"3933","Tonga",1974,5.449
"3934","South Asia (IDA & IBRD)",1974,5.53523605534492
"3935","Sub-Saharan Africa (IDA & IBRD countries)",1974,6.78950808968856
"3936","Trinidad and Tobago",1974,3.349
"3937","Tunisia",1974,5.95
"3938","Turkey",1974,5.14
"3940","Tanzania",1974,6.755
"3941","Uganda",1974,7.1
"3942","Ukraine",1974,2.04
"3943","Upper middle income",1974,4.22705326442733
"3944","Uruguay",1974,2.995
"3945","United States",1974,1.835
"3946","Uzbekistan",1974,6.119
"3947","St. Vincent and the Grenadines",1974,5.197
"3948","Venezuela, RB",1974,4.779
"3950","Virgin Islands (U.S.)",1974,4.286
"3951","Vietnam",1974,6.125
"3952","Vanuatu",1974,5.999
"3954","World",1974,4.29690429051125
"3955","Samoa",1974,6.859
"3956","Yemen, Rep.",1974,8.081
"3957","South Africa",1974,5.338
"3958","Congo, Dem. Rep.",1974,6.333
"3959","Zambia",1974,7.441
"3960","Zimbabwe",1974,7.41
"3961","Aruba",1975,2.506
"3963","Afghanistan",1975,7.45
"3964","Angola",1975,7.35
"3965","Albania",1975,4.235
"3966","Arab World",1975,6.56301723399087
"3967","United Arab Emirates",1975,6.009
"3968","Argentina",1975,3.321
"3969","Armenia",1975,2.745
"3971","Antigua and Barbuda",1975,2.701
"3972","Australia",1975,2.148
"3973","Austria",1975,1.83
"3974","Azerbaijan",1975,3.95
"3975","Burundi",1975,7.419
"3976","Belgium",1975,1.74
"3977","Benin",1975,6.929
"3978","Burkina Faso",1975,6.859
"3979","Bangladesh",1975,6.821
"3980","Bulgaria",1975,2.23
"3981","Bahrain",1975,5.556
"3982","Bahamas, The",1975,3.234
"3983","Bosnia and Herzegovina",1975,2.436
"3984","Belarus",1975,2.17
"3985","Belize",1975,6.278
"3987","Bolivia",1975,6.029
"3988","Brazil",1975,4.499
"3989","Barbados",1975,2.393
"3990","Brunei Darussalam",1975,5.365
"3991","Bhutan",1975,6.692
"3992","Botswana",1975,6.477
"3993","Central African Republic",1975,5.95
"3994","Canada",1975,1.824
"3995","Central Europe and the Baltics",1975,2.34024303958751
"3996","Switzerland",1975,1.61
"3997","Channel Islands",1975,1.659
"3998","Chile",1975,3.201
"3999","China",1975,3.861
"4000","Cote d'Ivoire",1975,7.916
"4001","Cameroon",1975,6.391
"4002","Congo, Rep.",1975,6.389
"4003","Colombia",1975,4.523
"4004","Comoros",1975,7.052
"4005","Cabo Verde",1975,6.771
"4006","Costa Rica",1975,3.805
"4007","Caribbean small states",1975,4.16255924811273
"4008","Cuba",1975,2.844
"4011","Cyprus",1975,2.352
"4012","Czech Republic",1975,2.43
"4013","Germany",1975,1.45
"4014","Djibouti",1975,6.784
"4016","Denmark",1975,1.92
"4017","Dominican Republic",1975,5.193
"4018","Algeria",1975,7.434
"4019","East Asia & Pacific (excluding high income)",1975,4.21245700587419
"4020","Early-demographic dividend",1975,5.55674287308571
"4021","East Asia & Pacific",1975,3.9429074037951
"4022","Europe & Central Asia (excluding high income)",1975,2.7276842975087
"4023","Europe & Central Asia",1975,2.33972149458296
"4024","Ecuador",1975,5.426
"4025","Egypt, Arab Rep.",1975,5.621
"4026","Euro area",1975,2.02654180981
"4027","Eritrea",1975,6.609
"4028","Spain",1975,2.8
"4029","Estonia",1975,2.04
"4030","Ethiopia",1975,7.143
"4031","European Union",1975,2.06505248162926
"4032","Fragile and conflict affected situations",1975,6.66931100305062
"4033","Finland",1975,1.68
"4034","Fiji",1975,4.054
"4035","France",1975,2.09
"4036","Faroe Islands",1975,2.9
"4037","Micronesia, Fed. Sts.",1975,6.682
"4038","Gabon",1975,5.412
"4039","United Kingdom",1975,1.81
"4040","Georgia",1975,2.502
"4041","Ghana",1975,6.815
"4043","Guinea",1975,6.369
"4044","Gambia, The",1975,6.293
"4045","Guinea-Bissau",1975,6.15
"4046","Equatorial Guinea",1975,5.674
"4047","Greece",1975,2.33
